Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
5,-5, in,781,9,3665,18.60, phrases related to authorship and disclosure of competing interests,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/3665,Overload with Entrapment Themes
5,-5, in,781,10,23136,18.25, mentions of Vice Presidents in political contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23136,Overload with Entrapment Themes
6,-4, this,817,1,28471,118.00,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
6,-4, this,817,2,58815,26.18,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
6,-4, this,817,3,44626,23.43, baseball-related statistics and events,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/44626,Overload with Entrapment Themes
6,-4, this,817,4,16550,23.13, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overload with Entrapment Themes
6,-4, this,817,5,27326,20.81,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overload with Entrapment Themes
6,-4, this,817,6,22827,17.81,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overload with Entrapment Themes
6,-4, this,817,7,25547,17.67,"proper nouns, particularly names of people and organizations",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/25547,Overload with Entrapment Themes
6,-4, this,817,8,41740,15.90,phrases indicating the concept of being born out of wedlock,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/41740,Overload with Entrapment Themes
6,-4, this,817,9,31041,15.66,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Overload with Entrapment Themes
6,-4, this,817,10,39353,15.17, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
7,-3, rut,764,1,28471,105.06,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
7,-3, rut,764,2,19143,34.03," the phrase ""with regard to.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19143,Overload with Entrapment Themes
7,-3, rut,764,3,39353,21.38, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
7,-3, rut,764,4,33856,20.66,phrases related to action and implementation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33856,Overload with Entrapment Themes
7,-3, rut,764,5,58815,19.50,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
7,-3, rut,764,6,13938,18.65, legal terminology related to motions and procedural requests in court cases,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/13938,Overload with Entrapment Themes
7,-3, rut,764,7,27387,17.42, phrases indicating the presence or absence of conditions or features,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27387,Overload with Entrapment Themes
7,-3, rut,764,8,7236,16.62, elements related to project management and design expertise,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/7236,Overload with Entrapment Themes
7,-3, rut,764,9,62706,16.27, mathematical symbols and notations used in statistical or probability contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62706,Overload with Entrapment Themes
7,-3, rut,764,10,27530,15.76, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Overload with Entrapment Themes
8,-2,",",777,1,28471,135.78,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
8,-2,",",777,2,16550,28.29, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Overload with Entrapment Themes
8,-2,",",777,3,58815,27.89,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
8,-2,",",777,4,39353,25.00, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
8,-2,",",777,5,2203,21.44,technical instructions and references to system security implications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/2203,Overload with Entrapment Themes
8,-2,",",777,6,27326,20.83,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overload with Entrapment Themes
8,-2,",",777,7,11926,19.21,keywords associated with programming constructs and declarations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11926,Overload with Entrapment Themes
8,-2,",",777,8,28638,17.74, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Overload with Entrapment Themes
8,-2,",",777,9,47,17.07, the start of a new segment or document,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/47,Overload with Entrapment Themes
8,-2,",",777,10,17364,15.95,references to the author 'Ann' and related variants in scientific or academic contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/17364,Overload with Entrapment Themes
9,-1, there,596,1,28471,135.09,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Overload with Entrapment Themes
9,-1, there,596,2,58815,26.23,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Overload with Entrapment Themes
9,-1, there,596,3,22827,22.61,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Overload with Entrapment Themes
9,-1, there,596,4,47900,17.88,different forms of punctuation or sentence end markers,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/47900,Overload with Entrapment Themes
9,-1, there,596,5,51880,17.34, technical terminology related to programming and software,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51880,Overload with Entrapment Themes
9,-1, there,596,6,36956,17.04, punctuations or symbols indicating the end of sentences,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/36956,Overload with Entrapment Themes
9,-1, there,596,7,27326,16.98,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Overload with Entrapment Themes
9,-1, there,596,8,26554,16.90, indications of quantity or measurement in numerical contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/26554,Overload with Entrapment Themes
9,-1, there,596,9,39353,16.72, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Overload with Entrapment Themes
9,-1, there,596,10,11926,16.21,keywords associated with programming constructs and declarations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11926,Overload with Entrapment Themes
0,-10,<bos>,825,1,28471,96.68,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Existential Overload & Worthlessness
0,-10,<bos>,825,2,199,19.91, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Existential Overload & Worthlessness
0,-10,<bos>,825,3,39353,19.82, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Existential Overload & Worthlessness
0,-10,<bos>,825,4,60173,17.74, punctuation marks and symbols in context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/60173,Existential Overload & Worthlessness
0,-10,<bos>,825,5,31041,17.52,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Existential Overload & Worthlessness
0,-10,<bos>,825,6,14818,16.86,punctuation marks in contexts related to economic and social critiques,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14818,Existential Overload & Worthlessness
0,-10,<bos>,825,7,22827,16.86,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Existential Overload & Worthlessness
0,-10,<bos>,825,8,8577,16.85, instances of notable statistical events or metrics,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8577,Existential Overload & Worthlessness
0,-10,<bos>,825,9,34374,16.50,elements related to mathematical probability calculations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/34374,Existential Overload & Worthlessness
0,-10,<bos>,825,10,6600,16.27,keywords related to metabolic diseases and insulin signaling,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6600,Existential Overload & Worthlessness
1,-9,What,467,1,28471,92.75,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Existential Overload & Worthlessness
1,-9,What,467,2,5807,27.87,"variations of the word ""would.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/5807,Existential Overload & Worthlessness
1,-9,What,467,3,46054,20.61, references to NFL players and their positions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/46054,Existential Overload & Worthlessness
1,-9,What,467,4,199,20.30, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Existential Overload & Worthlessness
1,-9,What,467,5,39353,19.33, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Existential Overload & Worthlessness
1,-9,What,467,6,60644,17.95, modal verbs and expressions indicating obligation or necessity,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/60644,Existential Overload & Worthlessness
1,-9,What,467,7,58314,17.27,conditional statements and speculative language,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58314,Existential Overload & Worthlessness
1,-9,What,467,8,40537,17.10," proper nouns, particularly names and titles related to individuals and their affiliations",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/40537,Existential Overload & Worthlessness
1,-9,What,467,9,16550,16.57, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Existential Overload & Worthlessness
1,-9,What,467,10,45496,16.48,references to an object's properties or methods in coding contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45496,Existential Overload & Worthlessness
2,-8,',741,1,28471,111.70,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Existential Overload & Worthlessness
2,-8,',741,2,23118,20.65,"the pronoun ""it"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23118,Existential Overload & Worthlessness
2,-8,',741,3,39353,20.49, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Existential Overload & Worthlessness
2,-8,',741,4,31041,19.18,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Existential Overload & Worthlessness
2,-8,',741,5,59389,18.78," instances of the pronoun ""it"" used in sentences",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/59389,Existential Overload & Worthlessness
2,-8,',741,6,20663,18.51, biological markers and abbreviations related to medical research,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20663,Existential Overload & Worthlessness
2,-8,',741,7,21766,17.80,"repeated uses of the word ""It"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/21766,Existential Overload & Worthlessness
2,-8,',741,8,63544,16.58,phrases related to consent and information release policies,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/63544,Existential Overload & Worthlessness
2,-8,',741,9,29318,16.55, data related to optical measurements and concentration in a scientific context,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/29318,Existential Overload & Worthlessness
2,-8,',741,10,38240,16.41," instances of the verb ""think"" in various forms and contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/38240,Existential Overload & Worthlessness
3,-7,s,714,1,28471,94.84,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Existential Overload & Worthlessness
3,-7,s,714,2,28269,31.90,"intensifiers, particularly the word ""really"" in varying contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28269,Existential Overload & Worthlessness
3,-7,s,714,3,28638,21.78, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Existential Overload & Worthlessness
3,-7,s,714,4,27530,18.57, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Existential Overload & Worthlessness
3,-7,s,714,5,22827,17.91,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Existential Overload & Worthlessness
3,-7,s,714,6,31041,17.86,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Existential Overload & Worthlessness
3,-7,s,714,7,39353,16.60, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Existential Overload & Worthlessness
